"year","species","bio_total_kg","port","timeseries","maxbio","index","metric"
2018,"Dover sole",82393676.169163,"BRK","Dover sole BRK",139436824.981316,0.590903272361541,"Scaled biomass index"
2019,"Dover sole",45195558.5361672,"BRK","Dover sole BRK",139436824.981316,0.324129286092274,"Scaled biomass index"
2021,"Dover sole",80512589.4694248,"BRK","Dover sole BRK",139436824.981316,0.577412670434896,"Scaled biomass index"
2022,"Dover sole",92013620.3288589,"BRK","Dover sole BRK",139436824.981316,0.65989468952114,"Scaled biomass index"
2023,"Dover sole",80758645.6616664,"BRK","Dover sole BRK",139436824.981316,0.579177313256293,"Scaled biomass index"
2024,"Dover sole",69898006.6261097,"BRK","Dover sole BRK",139436824.981316,0.501287996449115,"Scaled biomass index"
2003,"Dover sole",40144144.9505967,"CRS","Dover sole CRS",139436824.981316,0.28790202986891,"Scaled biomass index"
2004,"Dover sole",55624929.9930691,"CRS","Dover sole CRS",139436824.981316,0.398925678353066,"Scaled biomass index"
2005,"Dover sole",55064569.1699116,"CRS","Dover sole CRS",139436824.981316,0.394906934931215,"Scaled biomass index"
2006,"Dover sole",47299319.2206603,"CRS","Dover sole CRS",139436824.981316,0.339216840508225,"Scaled biomass index"
2007,"Dover sole",60496797.4400023,"CRS","Dover sole CRS",139436824.981316,0.433865282346387,"Scaled biomass index"
2008,"Dover sole",58145399.851165,"CRS","Dover sole CRS",139436824.981316,0.417001748705597,"Scaled biomass index"
2009,"Dover sole",46133169.1217446,"CRS","Dover sole CRS",139436824.981316,0.330853554130527,"Scaled biomass index"
2010,"Dover sole",45338557.0953116,"CRS","Dover sole CRS",139436824.981316,0.32515482980473,"Scaled biomass index"
2011,"Dover sole",41047936.0534985,"CRS","Dover sole CRS",139436824.981316,0.294383754499565,"Scaled biomass index"
2012,"Dover sole",53043443.411687,"CRS","Dover sole CRS",139436824.981316,0.380412013962557,"Scaled biomass index"
2013,"Dover sole",62867930.8081568,"CRS","Dover sole CRS",139436824.981316,0.450870355206245,"Scaled biomass index"
2014,"Dover sole",54238099.451886,"CRS","Dover sole CRS",139436824.981316,0.388979736587905,"Scaled biomass index"
2015,"Dover sole",57944263.7928522,"CRS","Dover sole CRS",139436824.981316,0.415559259905815,"Scaled biomass index"
2016,"Dover sole",53733558.0653966,"CRS","Dover sole CRS",139436824.981316,0.385361313789214,"Scaled biomass index"
2017,"Dover sole",72339279.6998934,"CRS","Dover sole CRS",139436824.981316,0.518796090699761,"Scaled biomass index"
2018,"Dover sole",79602128.0946766,"CRS","Dover sole CRS",139436824.981316,0.57088310857152,"Scaled biomass index"
2019,"Dover sole",37940436.5421007,"CRS","Dover sole CRS",139436824.981316,0.272097679699639,"Scaled biomass index"
2021,"Dover sole",77363839.8153485,"CRS","Dover sole CRS",139436824.981316,0.554830761713881,"Scaled biomass index"
2022,"Dover sole",99644484.4036073,"CRS","Dover sole CRS",139436824.981316,0.714621007879084,"Scaled biomass index"
2023,"Dover sole",76996448.3478237,"CRS","Dover sole CRS",139436824.981316,0.552195937896184,"Scaled biomass index"
2024,"Dover sole",64920254.1847001,"CRS","Dover sole CRS",139436824.981316,0.465589016340549,"Scaled biomass index"
2003,"Dover sole",51750935.5282154,"ERK","Dover sole ERK",139436824.981316,0.371142526625588,"Scaled biomass index"
2004,"Dover sole",49566579.7774992,"ERK","Dover sole ERK",139436824.981316,0.355476968040122,"Scaled biomass index"
2005,"Dover sole",84111708.471385,"ERK","Dover sole ERK",139436824.981316,0.603224495987023,"Scaled biomass index"
2006,"Dover sole",80645265.5863094,"ERK","Dover sole ERK",139436824.981316,0.578364184619922,"Scaled biomass index"
2007,"Dover sole",67786320.6443702,"ERK","Dover sole ERK",139436824.981316,0.486143604126481,"Scaled biomass index"
2008,"Dover sole",67762335.5916651,"ERK","Dover sole ERK",139436824.981316,0.485971590365351,"Scaled biomass index"
2009,"Dover sole",53681109.5932227,"ERK","Dover sole ERK",139436824.981316,0.384985168734413,"Scaled biomass index"
2010,"Dover sole",55726533.8876894,"ERK","Dover sole ERK",139436824.981316,0.399654351676156,"Scaled biomass index"
2011,"Dover sole",60949149.8154178,"ERK","Dover sole ERK",139436824.981316,0.437109420869163,"Scaled biomass index"
2012,"Dover sole",70753392.562202,"ERK","Dover sole ERK",139436824.981316,0.507422573424795,"Scaled biomass index"
2013,"Dover sole",66751102.7600489,"ERK","Dover sole ERK",139436824.981316,0.478719325178219,"Scaled biomass index"
2014,"Dover sole",58642832.2609633,"ERK","Dover sole ERK",139436824.981316,0.420569188009131,"Scaled biomass index"
2015,"Dover sole",76855504.3267066,"ERK","Dover sole ERK",139436824.981316,0.551185128727688,"Scaled biomass index"
2016,"Dover sole",64700242.5501974,"ERK","Dover sole ERK",139436824.981316,0.464011157446156,"Scaled biomass index"
2017,"Dover sole",86916574.3840392,"ERK","Dover sole ERK",139436824.981316,0.623340171405121,"Scaled biomass index"
2018,"Dover sole",81423386.66125,"ERK","Dover sole ERK",139436824.981316,0.583944640679825,"Scaled biomass index"
2019,"Dover sole",56679632.3742317,"ERK","Dover sole ERK",139436824.981316,0.406489694396201,"Scaled biomass index"
2021,"Dover sole",77164449.556422,"ERK","Dover sole ERK",139436824.981316,0.553400793275104,"Scaled biomass index"
2022,"Dover sole",108471244.35514,"ERK","Dover sole ERK",139436824.981316,0.777923940606616,"Scaled biomass index"
2023,"Dover sole",105847760.254102,"ERK","Dover sole ERK",139436824.981316,0.759109082326602,"Scaled biomass index"
2024,"Dover sole",68489547.0581207,"ERK","Dover sole ERK",139436824.981316,0.491186937649349,"Scaled biomass index"
2003,"Dover sole",27671288.7820823,"BRG","Dover sole BRG",139436824.981316,0.198450364785559,"Scaled biomass index"
2004,"Dover sole",47222201.106913,"BRG","Dover sole BRG",139436824.981316,0.338663772021779,"Scaled biomass index"
2005,"Dover sole",60172870.8240049,"BRG","Dover sole BRG",139436824.981316,0.43154217569188,"Scaled biomass index"
2006,"Dover sole",48119594.5817504,"BRG","Dover sole BRG",139436824.981316,0.345099614740929,"Scaled biomass index"
2007,"Dover sole",41544163.4756409,"BRG","Dover sole BRG",139436824.981316,0.297942551985157,"Scaled biomass index"
2008,"Dover sole",32966690.4926528,"BRG","Dover sole BRG",139436824.981316,0.236427432258804,"Scaled biomass index"
2009,"Dover sole",28055310.6360891,"BRG","Dover sole BRG",139436824.981316,0.201204456855988,"Scaled biomass index"
2010,"Dover sole",20576742.3693224,"BRG","Dover sole BRG",139436824.981316,0.147570359351482,"Scaled biomass index"
2011,"Dover sole",29848013.2184274,"BRG","Dover sole BRG",139436824.981316,0.214061193823274,"Scaled biomass index"
2012,"Dover sole",34935370.4859506,"BRG","Dover sole BRG",139436824.981316,0.250546227588242,"Scaled biomass index"
2013,"Dover sole",45203614.6901456,"BRG","Dover sole BRG",139436824.981316,0.324187062465047,"Scaled biomass index"
2014,"Dover sole",38439329.2488636,"BRG","Dover sole BRG",139436824.981316,0.275675591824573,"Scaled biomass index"
2015,"Dover sole",34331964.649336,"BRG","Dover sole BRG",139436824.981316,0.246218777958666,"Scaled biomass index"
2016,"Dover sole",47919421.4643132,"BRG","Dover sole BRG",139436824.981316,0.343664031870593,"Scaled biomass index"
2017,"Dover sole",51773062.7383486,"BRG","Dover sole BRG",139436824.981316,0.371301216484857,"Scaled biomass index"
2018,"Dover sole",43117508.0205752,"BRG","Dover sole BRG",139436824.981316,0.309226117464686,"Scaled biomass index"
2019,"Dover sole",47900350.6836752,"BRG","Dover sole BRG",139436824.981316,0.343527261826951,"Scaled biomass index"
2021,"Dover sole",52305296.037081,"BRG","Dover sole BRG",139436824.981316,0.375118237553744,"Scaled biomass index"
2022,"Dover sole",44270775.8223721,"BRG","Dover sole BRG",139436824.981316,0.317497015786929,"Scaled biomass index"
2023,"Dover sole",50980284.1553793,"BRG","Dover sole BRG",139436824.981316,0.365615641077675,"Scaled biomass index"
2024,"Dover sole",58677399.5203035,"BRG","Dover sole BRG",139436824.981316,0.420817094251581,"Scaled biomass index"
2003,"Dover sole",35331475.2325071,"MRO","Dover sole MRO",139436824.981316,0.253386974619089,"Scaled biomass index"
2004,"Dover sole",31329542.7322063,"MRO","Dover sole MRO",139436824.981316,0.224686288836571,"Scaled biomass index"
2005,"Dover sole",29226961.2109759,"MRO","Dover sole MRO",139436824.981316,0.20960719103359,"Scaled biomass index"
2006,"Dover sole",44120660.4413881,"MRO","Dover sole MRO",139436824.981316,0.316420432316213,"Scaled biomass index"
2007,"Dover sole",41690250.8850094,"MRO","Dover sole MRO",139436824.981316,0.298990248025196,"Scaled biomass index"
2008,"Dover sole",37210981.2605454,"MRO","Dover sole MRO",139436824.981316,0.266866240432049,"Scaled biomass index"
2009,"Dover sole",43094840.9009967,"MRO","Dover sole MRO",139436824.981316,0.309063555533277,"Scaled biomass index"
2010,"Dover sole",36287541.4512005,"MRO","Dover sole MRO",139436824.981316,0.260243601043433,"Scaled biomass index"
2011,"Dover sole",42566083.2592798,"MRO","Dover sole MRO",139436824.981316,0.305271460856797,"Scaled biomass index"
2012,"Dover sole",40063030.5082437,"MRO","Dover sole MRO",139436824.981316,0.287320300886169,"Scaled biomass index"
2013,"Dover sole",49148840.5080527,"MRO","Dover sole MRO",139436824.981316,0.352481064558365,"Scaled biomass index"
2014,"Dover sole",59357784.8294387,"MRO","Dover sole MRO",139436824.981316,0.4256966180734,"Scaled biomass index"
2015,"Dover sole",32781824.7934209,"MRO","Dover sole MRO",139436824.981316,0.23510162970086,"Scaled biomass index"
2016,"Dover sole",35928977.9297038,"MRO","Dover sole MRO",139436824.981316,0.257672088664656,"Scaled biomass index"
2017,"Dover sole",32666399.6350943,"MRO","Dover sole MRO",139436824.981316,0.234273834329429,"Scaled biomass index"
2018,"Dover sole",41182124.6933335,"MRO","Dover sole MRO",139436824.981316,0.295346116055438,"Scaled biomass index"
2019,"Dover sole",40085305.5151521,"MRO","Dover sole MRO",139436824.981316,0.287480050700548,"Scaled biomass index"
2021,"Dover sole",38166469.0818548,"MRO","Dover sole MRO",139436824.981316,0.273718718760048,"Scaled biomass index"
2022,"Dover sole",50757837.5967606,"MRO","Dover sole MRO",139436824.981316,0.364020319621893,"Scaled biomass index"
2023,"Dover sole",45048246.902133,"MRO","Dover sole MRO",139436824.981316,0.323072810272103,"Scaled biomass index"
2024,"Dover sole",38986374.7471832,"MRO","Dover sole MRO",139436824.981316,0.279598841643212,"Scaled biomass index"
2003,"shortspine thornyhead",2187998.56947532,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0993890008424708,"Scaled biomass index"
2004,"shortspine thornyhead",1643736.22754519,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0746660914606834,"Scaled biomass index"
2005,"shortspine thornyhead",1610553.10386939,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0731587607187988,"Scaled biomass index"
2006,"shortspine thornyhead",1714932.80820203,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0779001689932754,"Scaled biomass index"
2007,"shortspine thornyhead",1760710.39297276,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0799795983287506,"Scaled biomass index"
2008,"shortspine thornyhead",1262220.63612626,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0573358911735577,"Scaled biomass index"
2009,"shortspine thornyhead",1723682.91880146,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0782976394312689,"Scaled biomass index"
2010,"shortspine thornyhead",1069005.5788858,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.048559170861782,"Scaled biomass index"
2011,"shortspine thornyhead",1351838.58643087,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0614067523992398,"Scaled biomass index"
2012,"shortspine thornyhead",1768119.92310806,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.080316173410258,"Scaled biomass index"
2013,"shortspine thornyhead",1676337.94027092,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0761470118318245,"Scaled biomass index"
2014,"shortspine thornyhead",1984807.81485919,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0901591382806465,"Scaled biomass index"
2015,"shortspine thornyhead",2050918.95657892,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0931622116883478,"Scaled biomass index"
2016,"shortspine thornyhead",2412369.63409065,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.109580970911001,"Scaled biomass index"
2017,"shortspine thornyhead",1811141.96314274,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0822704331766512,"Scaled biomass index"
2018,"shortspine thornyhead",2119228.37291816,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0962651408825459,"Scaled biomass index"
2019,"shortspine thornyhead",1801117.32873649,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0818150679806461,"Scaled biomass index"
2021,"shortspine thornyhead",2284116.81362032,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.103755135437611,"Scaled biomass index"
2022,"shortspine thornyhead",2539807.47891807,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.115369786426521,"Scaled biomass index"
2023,"shortspine thornyhead",3072679.0534711,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.139575274542941,"Scaled biomass index"
2024,"shortspine thornyhead",1979296.152722,"BLL","Shortspine thornyhead BLL",22014494.0680433,0.0899087731293896,"Scaled biomass index"
2003,"shortspine thornyhead",16165517.7854735,"AST","Shortspine thornyhead AST",22014494.0680433,0.73431248229046,"Scaled biomass index"
2004,"shortspine thornyhead",15562985.9669055,"AST","Shortspine thornyhead AST",22014494.0680433,0.706942704147677,"Scaled biomass index"
2005,"shortspine thornyhead",16281647.652643,"AST","Shortspine thornyhead AST",22014494.0680433,0.739587637232046,"Scaled biomass index"
2006,"shortspine thornyhead",15518270.7187677,"AST","Shortspine thornyhead AST",22014494.0680433,0.704911531048735,"Scaled biomass index"
2007,"shortspine thornyhead",16836842.4798996,"AST","Shortspine thornyhead AST",22014494.0680433,0.764807150591769,"Scaled biomass index"
2008,"shortspine thornyhead",12966425.2962759,"AST","Shortspine thornyhead AST",22014494.0680433,0.588994925624852,"Scaled biomass index"
2009,"shortspine thornyhead",14295879.1566347,"AST","Shortspine thornyhead AST",22014494.0680433,0.64938486037646,"Scaled biomass index"
2010,"shortspine thornyhead",15124470.9624884,"AST","Shortspine thornyhead AST",22014494.0680433,0.687023327256175,"Scaled biomass index"
2011,"shortspine thornyhead",13560659.0478052,"AST","Shortspine thornyhead AST",22014494.0680433,0.615987767236048,"Scaled biomass index"
2012,"shortspine thornyhead",17301877.1822519,"AST","Shortspine thornyhead AST",22014494.0680433,0.785931174651324,"Scaled biomass index"
2013,"shortspine thornyhead",14930010.0261699,"AST","Shortspine thornyhead AST",22014494.0680433,0.678190013362273,"Scaled biomass index"
2014,"shortspine thornyhead",16074389.7513341,"AST","Shortspine thornyhead AST",22014494.0680433,0.730173026082304,"Scaled biomass index"
2015,"shortspine thornyhead",15806715.1813308,"AST","Shortspine thornyhead AST",22014494.0680433,0.718014010791018,"Scaled biomass index"
2016,"shortspine thornyhead",21135230.5423031,"AST","Shortspine thornyhead AST",22014494.0680433,0.960059789563073,"Scaled biomass index"
2017,"shortspine thornyhead",18739095.1531109,"AST","Shortspine thornyhead AST",22014494.0680433,0.851216253037264,"Scaled biomass index"
2018,"shortspine thornyhead",19178377.112651,"AST","Shortspine thornyhead AST",22014494.0680433,0.871170468572826,"Scaled biomass index"
2019,"shortspine thornyhead",18949073.2491349,"AST","Shortspine thornyhead AST",22014494.0680433,0.860754427994862,"Scaled biomass index"
2021,"shortspine thornyhead",18687221.0687125,"AST","Shortspine thornyhead AST",22014494.0680433,0.848859892530497,"Scaled biomass index"
2022,"shortspine thornyhead",22014494.0680433,"AST","Shortspine thornyhead AST",22014494.0680433,1,"Scaled biomass index"
2023,"shortspine thornyhead",20662356.4346863,"AST","Shortspine thornyhead AST",22014494.0680433,0.938579663508154,"Scaled biomass index"
2024,"shortspine thornyhead",18207309.7038168,"AST","Shortspine thornyhead AST",22014494.0680433,0.827060101746647,"Scaled biomass index"
2003,"shortspine thornyhead",3047419.49949253,"COS","Shortspine thornyhead COS",22014494.0680433,0.138427868933687,"Scaled biomass index"
2004,"shortspine thornyhead",3767818.81608248,"COS","Shortspine thornyhead COS",22014494.0680433,0.171151733237056,"Scaled biomass index"
